City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Oeiras,BR,-7.0253,-42.1311,95.88,31,5,2.68,clear sky
345,Vaitape,PF,-16.5167,-151.75,80.06,78,21,16.89,light rain
346,Hun,LY,29.1268,15.9477,56.43,38,99,23.11,overcast clouds
347,Sambava,MG,-14.2667,50.1667,82.74,69,94,5.68,overcast clouds
348,Miri,MY,4.4148,114.0089,77.74,89,90,7.14,overcast clouds
349,Namatanai,PG,-3.6667,152.4333,77.81,85,100,5.26,light rain
350,Aklavik,CA,68.2191,-135.0107,-33.88,100,54,5.08,broken clouds
351,Wynyard,AU,-41.0,145.7167,54.95,80,0,7.47,clear sky
352,Takab,IR,36.4009,47.1133,21.27,59,0,2.64,clear sky
353,Novaya Ladoga,RU,60.1025,32.3019,16.59,97,100,2.42,overcast clouds
354,Lavrentiya,RU,65.5833,-171.0,-2.58,82,1,15.3,clear sky
355,Grand-Lahou,CI,5.1367,-5.0242,86.27,61,98,11.39,overcast clouds
356,Poum,NC,-20.2333,164.0167,79.74,74,2,11.52,clear sky
357,Japura,ID,-0.3167,102.35,75.47,94,61,1.61,broken clouds
358,Laizhou,CN,37.1717,119.9214,27.21,44,73,3.09,broken clouds
359,Sura,RU,53.8879,45.7419,25.61,96,100,5.39,overcast clouds
360,Iquique,CL,-20.2208,-70.1431,71.64,64,1,6.06,clear sky
361,Betul,IN,21.9153,77.8961,68.38,33,11,2.62,few clouds
362,Jiayuguan,CN,39.8167,98.3,20.8,28,71,3.98,broken clouds
363,Tomatlan,MX,19.9333,-105.25,58.59,54,0,3.44,clear sky
364,Talara,PE,-4.5772,-81.2719,75.96,64,0,18.41,clear sky
365,Soligalich,RU,59.0778,42.2864,21.29,94,100,7.83,light snow
366,Oga,IT,46.4631,10.347,45.7,89,100,7.07,overcast clouds
367,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,88,100,5.53,overcast clouds
368,Beloha,MG,-25.1667,45.05,86.32,42,0,20.22,clear sky
369,Prince Rupert,CA,54.3161,-130.3201,35.69,87,100,18.41,light rain
370,Araripina,BR,-7.5761,-40.4983,90.32,32,57,5.88,broken clouds
371,Dunmore Town,BS,25.5,-76.65,72.19,60,2,18.95,clear sky
372,Goderich,CA,43.7501,-81.7165,35.04,99,100,8.21,snow
373,Puerto Escondido,MX,15.85,-97.0667,74.68,69,0,4.74,clear sky
374,Freeport,US,40.6576,-73.5832,39.11,81,100,1.01,overcast clouds
375,Tapejara,BR,-28.0681,-52.0139,83.62,46,0,5.66,clear sky
376,Zhangjiakou,CN,40.81,114.8794,14.43,57,1,6.38,clear sky
377,Blackwater,AU,-23.5833,148.8833,78.48,83,100,9.01,light rain
378,Ratnagiri,IN,16.9833,73.3,75.18,71,6,11.63,clear sky
379,Upernavik,GL,72.7868,-56.1549,-8.75,64,100,6.04,overcast clouds
380,Mwinilunga,ZM,-11.7358,24.4293,70.65,74,99,5.61,overcast clouds
381,Diamantino,BR,-14.4086,-56.4461,79.16,76,77,6.69,broken clouds
382,Waipawa,NZ,-41.4122,175.5153,68.63,68,99,13.2,light rain
383,Zyryanka,RU,65.75,150.85,-23.66,100,21,2.68,few clouds
384,Batamshinskiy,KZ,50.5594,58.2747,19.13,92,100,6.69,overcast clouds
385,Kousseri,CM,12.0769,15.0306,84.87,11,15,6.55,few clouds
386,Saint-Pierre,RE,-21.3393,55.4781,82.04,94,100,40.29,light rain
387,Ulladulla,AU,-35.35,150.4667,65.08,74,99,14.07,overcast clouds
388,Banjar,ID,-8.19,114.9675,84.06,90,100,3.42,overcast clouds
389,Utamysh,RU,42.4072,47.7511,37.18,71,4,7.34,clear sky
390,Valente,BR,-11.4122,-39.4619,86.45,44,17,7.05,few clouds
391,Dali,CN,25.7,100.1833,40.08,88,20,6.4,few clouds
392,Victoria,HK,22.2855,114.1577,61.95,91,100,1.99,overcast clouds
393,Hami,CN,42.8,93.45,24.21,30,91,3.11,overcast clouds
394,Port Hedland,AU,-20.3167,118.5667,82.45,89,100,11.5,overcast clouds
395,Washougal,US,45.5826,-122.3534,42.1,96,100,0.0,mist
396,Vetluga,RU,57.8557,45.781,23.81,95,100,8.9,light snow
397,Leshukonskoye,RU,64.8989,45.7622,15.75,97,100,3.89,overcast clouds
398,Gwanda,ZW,-20.9333,29.0,92.17,30,17,7.16,few clouds
399,Jaisalmer,IN,26.9147,70.9181,75.76,21,0,11.07,clear sky
400,Barcelos,PT,41.5388,-8.6151,68.14,50,2,2.42,clear sky
401,Mackay,AU,-21.15,149.2,80.47,77,100,9.78,overcast clouds
402,Casimiro Castillo,MX,19.6,-104.4333,60.26,39,0,3.62,clear sky
403,Ocos,GT,14.5094,-92.1933,77.72,70,0,4.56,clear sky
404,Thompson,CA,55.7435,-97.8558,-23.82,89,70,10.58,broken clouds
405,Kuybysheve,UA,47.358,36.6491,34.32,100,100,6.76,light snow
406,Vista Hermosa,MX,19.5167,-99.2167,54.55,59,0,3.44,clear sky
407,Boa Vista,BR,2.8197,-60.6733,87.78,42,20,19.57,few clouds
408,La Ronge,CA,55.1001,-105.2842,-26.0,93,6,8.86,clear sky
409,Russell,US,32.3502,-85.1999,52.88,80,40,6.91,scattered clouds
410,Olavarria,AR,-36.8927,-60.3225,78.35,58,98,8.05,overcast clouds
411,Maxixe,MZ,-23.8597,35.3472,84.79,58,0,13.56,clear sky
412,Olinda,BR,-8.0089,-34.8553,83.93,74,40,9.22,scattered clouds
413,Viana,BR,-20.3903,-40.4961,83.97,88,100,1.68,overcast clouds
414,Antofagasta,CL,-23.65,-70.4,74.21,58,2,10.36,clear sky
415,Southampton,GB,50.904,-1.4043,55.85,69,0,4.61,clear sky
416,Ranau,MY,5.9538,116.6641,68.65,98,54,0.92,broken clouds
417,Kyle,US,29.9984,-97.8715,55.94,94,100,6.91,mist
418,Touros,BR,-5.1989,-35.4608,88.7,60,88,11.23,overcast clouds
419,Xenia,US,39.6848,-83.9296,43.32,87,100,6.91,moderate rain
420,Manta,EC,-0.95,-80.7333,74.98,94,75,0.0,broken clouds
421,Kalianget,ID,-7.05,113.9333,80.33,83,50,10.54,moderate rain
422,Eregli,TR,37.5133,34.0467,38.01,94,95,1.7,overcast clouds
423,Zhigansk,RU,66.7697,123.3711,-14.35,97,100,4.16,overcast clouds
424,Shitanjing,CN,39.2342,106.3439,16.97,24,0,5.91,clear sky
425,Opuwo,NA,-18.0607,13.84,92.21,17,96,10.04,overcast clouds
426,Barretos,BR,-20.5572,-48.5678,69.22,95,100,4.12,overcast clouds
427,Deputatskiy,RU,69.3,139.9,-9.09,98,100,3.91,overcast clouds
428,Victor Harbor,AU,-35.5667,138.6167,63.0,74,19,3.0,few clouds
429,Christchurch,NZ,-43.5333,172.6333,78.01,64,100,1.01,overcast clouds
430,Cravo Norte,CO,6.3017,-70.2041,87.62,45,51,11.88,broken clouds
431,Kikwit,CD,-5.041,18.8162,80.64,79,96,3.8,moderate rain
432,Nchelenge,ZM,-9.3451,28.734,76.05,70,100,3.67,light rain
433,Hovd,MN,48.0056,91.6419,-3.69,96,100,1.16,overcast clouds
434,Grand Gaube,MU,-20.0064,57.6608,80.38,84,100,18.99,moderate rain
435,Saint-Augustin,CA,51.226,-58.6502,0.1,78,100,2.89,overcast clouds
436,Manzil Salim,TN,35.8567,8.4765,50.86,72,98,29.15,overcast clouds
437,Matara,LK,5.9485,80.5353,77.43,76,18,6.98,few clouds
438,Pisco,PE,-13.7,-76.2167,72.01,68,0,5.75,clear sky
439,Flinders,AU,-34.5833,150.8552,66.2,82,100,12.82,overcast clouds
440,Ingham,US,42.6,-84.3833,33.37,96,100,6.91,snow
441,Chulumani,BO,-16.4096,-67.5263,73.22,63,99,3.76,overcast clouds
442,Stupino,RU,54.9008,38.0708,26.35,96,81,6.13,broken clouds
443,Paso De Patria,AR,-27.2454,-58.5454,101.07,18,0,10.42,clear sky
444,Chapais,CA,49.7834,-74.8492,29.98,81,100,13.62,light snow
445,Empalme,MX,27.9667,-110.8167,62.65,63,100,0.0,overcast clouds
446,Arrifes,PT,37.7667,-25.7,62.24,67,40,10.36,scattered clouds
447,North Platte,US,41.1239,-100.7654,6.69,56,100,11.5,overcast clouds
448,Millinocket,US,45.6573,-68.7098,29.41,80,100,0.0,overcast clouds
449,Yar-Sale,RU,66.8333,70.8333,-10.8,95,95,9.91,overcast clouds
450,Ambovombe,MG,-25.1667,46.0833,81.3,60,0,23.69,clear sky
451,Lerwick,GB,60.1545,-1.1494,44.6,73,98,11.48,overcast clouds
452,Kruisfontein,ZA,-34.0033,24.7314,74.55,85,100,10.56,moderate rain
453,Majene,ID,-3.5403,118.9707,78.51,88,100,6.35,overcast clouds
454,Liberty,US,31.8335,-81.5004,57.24,82,75,8.05,broken clouds
455,Nanortalik,GL,60.1432,-45.2371,4.42,78,6,16.11,clear sky
456,Maragogi,BR,-9.0122,-35.2225,85.59,59,33,8.99,scattered clouds
457,Moranbah,AU,-22.0016,148.0466,83.03,66,100,13.0,overcast clouds
458,Celestun,MX,20.8667,-90.4,70.63,82,0,10.36,clear sky
459,Pangai,TO,-19.8,-174.35,80.92,71,18,10.18,few clouds
460,Gravdal,NO,68.1214,13.5031,29.88,63,20,10.36,few clouds
461,Esperance,AU,-33.8667,121.9,62.82,66,0,18.84,clear sky
462,Nelson Bay,AU,-32.7167,152.15,70.09,89,100,1.01,moderate rain
463,Sivas,TR,39.7916,37.0019,36.23,80,75,21.85,broken clouds
464,Chakia,IN,26.4167,85.05,61.63,48,0,5.68,clear sky
465,Tokonou,GN,9.65,-9.7833,91.83,7,0,7.67,clear sky
466,Lensk,RU,60.7253,114.9278,-7.31,97,100,4.56,overcast clouds
467,Montevideo,UY,-34.8335,-56.1674,80.62,53,0,3.0,clear sky
468,Ouadda,CF,8.0777,22.4007,98.92,11,10,1.36,clear sky
469,Chumikan,RU,54.7183,135.315,-7.87,85,55,12.39,broken clouds
470,Yook,PH,13.2261,121.964,75.67,88,100,8.84,overcast clouds
471,San Vicente,AR,-26.6167,-54.1333,88.45,34,0,4.92,clear sky
472,Ritchie,ZA,-29.038,24.6028,83.37,43,99,16.87,overcast clouds
473,Balingasay,PH,16.3573,119.8564,78.8,72,3,13.71,clear sky
474,Jacareacanga,BR,-6.2222,-57.7528,76.68,87,99,2.91,overcast clouds
475,Bondoukou,CI,8.0333,-2.8,94.19,7,36,4.92,scattered clouds
476,Mazara Del Vallo,IT,37.6641,12.588,60.01,60,3,15.17,clear sky
477,Jutai,BR,-5.1833,-68.9,79.2,88,88,2.75,overcast clouds
478,Teya,RU,60.3778,92.6267,5.67,99,99,3.91,overcast clouds
479,Bodden Town,KY,19.2833,-81.25,81.0,73,20,11.01,few clouds
480,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,84.67,66,65,5.64,broken clouds
481,Guayaramerin,BO,-10.8368,-65.3614,72.81,98,100,0.74,overcast clouds
482,Chadiza,ZM,-14.0678,32.4392,76.37,78,33,5.35,light rain
483,Cabo San Lucas,MX,22.8909,-109.9124,64.71,51,20,9.22,few clouds
484,Ponazyrevo,RU,58.3578,46.3142,23.67,95,100,8.41,light snow
485,Dunedin,NZ,-45.8742,170.5036,61.74,98,100,2.86,light rain
486,Prainha,BR,-1.8,-53.48,78.03,81,97,4.41,overcast clouds
487,Hofn,IS,64.2539,-15.2082,30.22,69,75,3.44,broken clouds
488,Xiaoweizhai,CN,26.1903,107.5125,33.98,91,100,4.52,overcast clouds
489,Talcahuano,CL,-36.7167,-73.1167,60.48,77,100,6.91,overcast clouds
490,Alice Springs,AU,-23.7,133.8833,65.75,94,100,9.22,overcast clouds
491,Wodonga,AU,-36.1167,146.8833,60.8,79,0,11.5,clear sky
492,Noshiro,JP,40.2039,140.0242,32.52,59,100,18.48,overcast clouds
493,San Rafael,AR,-34.6177,-68.3301,70.88,66,100,8.61,overcast clouds
494,The Valley,AI,18.217,-63.0578,82.81,74,40,12.66,scattered clouds
495,Roald,NO,62.5833,6.1333,36.0,75,40,21.85,light snow
496,Coihaique,CL,-45.5752,-72.0662,59.61,55,40,10.36,scattered clouds
497,Akureyri,IS,65.6835,-18.0878,25.39,91,93,7.23,overcast clouds
498,Khandyga,RU,62.6667,135.6,-39.39,100,45,2.13,scattered clouds
499,Vestmannaeyjar,IS,63.4427,-20.2734,36.57,64,100,16.11,overcast clouds
500,Boende,CD,-0.2167,20.8667,88.41,31,100,3.6,overcast clouds
501,Raga,SS,8.4596,25.678,94.21,13,14,4.54,few clouds
502,Juegang,CN,32.3174,121.1855,40.98,70,100,6.08,light rain
503,East Retford,GB,53.3221,-0.9432,54.52,81,100,13.8,overcast clouds
504,Etchojoa,MX,26.9167,-109.6333,59.49,58,100,10.83,overcast clouds
505,Puerto Leguizamo,CO,-0.1934,-74.7819,85.57,56,24,0.96,few clouds
506,Onguday,RU,50.75,86.15,-1.8,99,37,2.71,scattered clouds
507,Soyo,AO,-6.1349,12.3689,82.33,68,34,11.56,scattered clouds
508,Chuchkovo,RU,54.2693,41.4465,14.7,96,24,6.62,few clouds
509,Husavik,IS,66.0449,-17.3389,22.96,85,100,8.05,overcast clouds
510,Faya,SA,18.3851,42.4509,66.72,56,69,7.34,broken clouds
511,Shu,KZ,43.5983,73.7614,33.22,55,100,3.09,overcast clouds
512,Porto Murtinho,BR,-21.6989,-57.8825,94.3,38,13,5.82,few clouds
513,Manaure,CO,11.7751,-72.4445,82.62,64,34,21.68,scattered clouds
514,Nerchinskiy Zavod,RU,51.3088,119.61,-21.98,97,23,3.09,few clouds
515,Barabai,ID,-2.5833,115.3833,76.64,87,100,2.77,overcast clouds
516,Egvekinot,RU,66.3167,-179.1667,-7.37,80,17,19.57,few clouds
517,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,84.25,60,0,9.69,clear sky
518,San Luis Obispo,US,35.3666,-120.5343,42.62,60,0,3.44,clear sky
519,Minab,IR,27.1467,57.0801,76.5,38,0,20.45,clear sky
520,Tautira,PF,-17.7333,-149.15,77.02,77,24,16.4,few clouds
521,Pemangkat,ID,1.1667,108.9667,77.14,86,78,4.25,broken clouds
522,Kropotkin,RU,45.4375,40.5756,38.62,93,100,4.14,moderate rain
523,Arlit,NE,18.7369,7.3853,81.84,7,3,10.25,clear sky
524,Beatrice,US,40.2681,-96.747,14.09,48,100,16.11,overcast clouds
525,Altar,MX,30.7,-111.8167,49.87,74,74,3.78,broken clouds
526,Oistins,BB,13.0667,-59.5333,82.49,74,40,17.27,scattered clouds
527,Bertoua,CM,4.5833,13.6833,95.65,15,24,2.98,few clouds
528,Makakilo City,US,21.3469,-158.0858,71.92,77,0,6.91,clear sky
529,Fuerte,PH,17.5381,120.3644,76.8,75,1,2.35,clear sky
530,Filadelfia,US,39.9523,-75.1638,33.06,94,100,1.01,mist
531,Arrecife,ES,28.963,-13.5477,75.27,68,0,6.91,clear sky
532,Komsomolskiy,UZ,40.4272,71.7189,39.92,65,100,0.0,haze
533,Popondetta,PG,-8.7537,148.2534,73.71,95,100,2.39,overcast clouds
534,Port Lincoln,AU,-34.7333,135.8667,62.91,64,68,15.12,broken clouds
535,Bom Jesus,BR,-9.0744,-44.3586,88.32,50,5,4.12,clear sky
536,Tilichiki,RU,60.4667,166.1,10.9,87,100,10.83,overcast clouds
537,Fukuma,JP,33.7667,130.4667,41.09,51,100,5.82,overcast clouds
538,Nizhnyaya Tavda,RU,57.6731,66.1725,23.88,93,99,11.34,overcast clouds
539,Chartres,FR,48.4167,1.5,53.31,86,58,5.01,broken clouds
540,Bathsheba,BB,13.2167,-59.5167,83.01,74,40,17.27,scattered clouds
541,Camacha,PT,33.0833,-16.3333,66.52,77,40,10.36,scattered clouds
542,Marfino,RU,55.7028,37.3822,26.85,79,75,6.71,broken clouds
543,Huarmey,PE,-10.0681,-78.1522,73.18,76,96,8.39,overcast clouds
544,Arcata,US,40.8665,-124.0828,41.25,71,0,6.91,clear sky
545,Shuyskoye,RU,59.3736,41.0305,22.98,95,100,7.0,light snow
546,Iskateley,RU,67.6803,53.1512,7.79,93,100,8.5,overcast clouds
547,Gampengrejo,ID,-7.7667,112.0167,75.69,92,55,3.11,broken clouds
548,Kailua,US,21.4022,-157.7394,73.38,81,40,3.44,scattered clouds
549,Kalamare,BW,-22.9337,26.5703,87.28,36,68,12.64,broken clouds
550,Vidalia,US,32.2177,-82.4135,51.75,76,100,8.05,overcast clouds
551,Beira,MZ,-19.8436,34.8389,84.42,63,0,9.62,clear sky
552,Kaeo,NZ,-35.1,173.7833,70.32,90,100,9.57,overcast clouds
553,Long,TH,18.0761,99.8326,78.94,42,18,1.9,few clouds
554,Carbonia,IT,39.1672,8.5222,59.65,76,76,21.07,broken clouds
555,Kurchum,KZ,48.5722,83.6542,-9.06,95,5,2.21,clear sky
556,Tocopilla,CL,-22.092,-70.1979,72.32,63,1,10.63,clear sky
557,Hambantota,LK,6.1241,81.1185,79.14,83,40,6.91,scattered clouds
558,Verkhoturye,RU,58.8627,60.8054,26.71,88,100,8.75,overcast clouds
559,Honiara,SB,-9.4333,159.95,77.65,89,100,6.35,moderate rain
560,Sarkand,KZ,45.41,79.9186,16.11,71,93,6.98,overcast clouds
561,Loreto,MX,22.2667,-101.9667,40.95,39,0,6.71,clear sky
562,Netrakona,BD,24.8833,90.7167,64.9,42,0,2.68,clear sky
563,Okahandja,NA,-21.9833,16.9167,88.83,22,4,14.92,clear sky
564,Buala,SB,-8.145,159.5921,79.86,84,100,7.47,light rain
565,Ati,TD,13.2154,18.3353,84.31,8,7,8.25,clear sky
566,Perth,AU,-31.9333,115.8333,86.18,22,0,18.41,clear sky
567,Cabatuan,PH,10.8794,122.486,74.5,91,100,11.34,overcast clouds
568,Waingapu,ID,-9.6567,120.2641,79.59,83,75,7.52,broken clouds
569,Khash,IR,28.2211,61.2158,53.01,29,0,15.9,clear sky
570,Jasper,US,37.2001,-94.3502,25.36,86,100,5.01,mist
571,Ilawa,PL,53.596,19.5685,33.78,85,100,14.88,overcast clouds
572,Viedma,AR,-40.8135,-62.9967,82.51,34,100,4.92,overcast clouds
573,Tadine,NC,-21.55,167.8833,77.02,84,25,10.07,scattered clouds
574,Vestmanna,FO,62.1564,-7.1664,36.52,100,100,9.22,overcast clouds
575,Aksarka,RU,66.5606,67.7975,-9.27,96,100,2.66,overcast clouds
576,Tahe,CN,52.3333,124.7333,-5.04,83,9,7.02,clear sky
577,Santiago De Cao,PE,-7.9589,-79.2392,68.13,83,8,9.22,clear sky
578,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.51,73,99,2.84,overcast clouds
579,Albania,AL,41.0,20.0,52.99,51,6,4.72,clear sky
580,Bassar,TG,9.25,0.7833,94.96,8,53,3.65,broken clouds
581,Manokwari,ID,-0.8667,134.0833,78.37,83,100,5.59,overcast clouds
582,Dzaoudzi,YT,-12.7887,45.2699,78.69,89,100,3.44,overcast clouds
583,Gornozavodsk,RU,58.3758,58.3211,24.12,93,100,10.33,light snow
584,Leh,IN,34.1667,77.5833,10.22,98,100,1.25,light snow
585,Pilar,BR,-9.5972,-35.9567,89.53,41,8,10.13,clear sky
586,Macomer,IT,40.262,8.7699,52.63,73,93,6.67,overcast clouds
587,Chipata,ZM,-13.6333,32.65,77.22,72,27,5.06,light rain
588,Raudeberg,NO,61.9875,5.1352,36.27,86,100,3.0,overcast clouds
589,Tete,MZ,-16.1564,33.5867,91.49,55,40,6.91,scattered clouds
590,Hervey Bay,AU,-25.2986,152.8535,78.91,84,100,10.65,light rain
591,Mahibadhoo,MV,3.7833,72.9667,82.33,73,9,12.95,clear sky
592,Broome,US,42.2506,-75.833,32.85,79,40,3.0,scattered clouds
593,Kargasok,RU,59.0556,80.8572,13.01,96,94,7.29,overcast clouds
594,Eureka,US,40.8021,-124.1637,41.25,74,4,1.99,clear sky
595,Emerald,AU,-23.5333,148.1667,77.14,100,75,9.22,moderate rain
596,Matagami,CA,49.7502,-77.6328,15.91,73,100,20.71,overcast clouds
597,Lovozero,RU,68.005,35.0117,13.14,97,100,2.89,light snow
598,Korla,CN,41.7597,86.1469,26.17,53,5,6.29,clear sky
599,Palana,RU,59.1167,159.9667,18.73,87,100,15.41,overcast clouds
600,Harper,LR,4.375,-7.7169,84.94,63,46,9.93,scattered clouds
601,Khlung,TH,12.4547,102.2214,86.11,81,16,0.83,few clouds
602,Ninghai,CN,29.2892,121.4247,42.73,97,100,5.37,light rain
603,Praya,CV,14.9215,-23.5087,88.34,35,6,18.41,clear sky
604,Port Augusta,AU,-32.5,137.7667,59.7,54,0,20.85,clear sky
605,Prince George,CA,53.9166,-122.753,-0.71,82,100,2.3,overcast clouds
606,Stettler,CA,52.3168,-112.7186,-20.83,100,97,5.79,overcast clouds
607,Keti Bandar,PK,24.1447,67.4497,73.85,79,0,18.37,clear sky
608,Anupshahr,IN,28.3667,78.2667,58.75,52,85,3.15,overcast clouds
609,La Reforma,MX,25.0833,-108.05,56.14,49,70,3.11,broken clouds
610,Lima,PE,-12.0432,-77.0282,73.38,72,0,8.05,clear sky
611,Shingu,JP,33.7333,135.9833,38.91,75,16,6.11,few clouds
612,Linfen,CN,36.0889,111.5189,32.86,50,41,0.63,scattered clouds
613,Pandan,PH,14.0453,124.1694,76.6,90,100,12.84,light rain
614,Ambilobe,MG,-13.2,49.05,79.65,83,100,5.77,light rain
615,Saint Simons,US,31.1352,-81.3901,60.08,85,100,10.36,overcast clouds
616,Karwar,IN,14.8,74.1333,75.58,75,6,8.25,clear sky
617,Hobyo,SO,5.3505,48.5268,79.77,70,10,19.33,clear sky
618,Nemuro,JP,43.3236,145.575,22.26,75,30,9.46,scattered clouds
619,Virginia Beach,US,36.8529,-75.978,42.01,97,39,1.99,scattered clouds
620,Riyadh,SA,24.6877,46.7219,64.54,23,0,8.41,clear sky
621,Somanda,TZ,-3.3667,33.95,72.64,61,99,6.02,overcast clouds
622,Harsin,IR,34.2721,47.5861,43.61,60,0,2.33,clear sky
623,Wucheng,CN,29.6008,118.175,36.16,100,100,2.53,overcast clouds
624,Calvia,ES,39.5657,2.5062,66.67,43,0,7.92,clear sky
625,Sal Rei,CV,16.1833,-22.9167,77.2,73,0,19.57,haze
626,Kidal,ML,18.4411,1.4078,80.85,5,2,12.77,clear sky
627,Alofi,NU,-19.0595,-169.9187,78.55,79,99,19.01,light rain
628,Mazyr,BY,52.0495,29.2456,29.52,93,100,12.57,overcast clouds
629,Hongjiang,CN,27.11,109.9956,35.38,95,95,2.17,overcast clouds
630,Krasnoarmeyskoye,RU,52.7182,50.0322,31.1,97,100,15.39,snow
631,Asau,RO,46.4333,26.4,43.75,54,98,6.29,overcast clouds
632,Atascocita,US,29.9988,-95.1766,59.86,88,100,3.44,fog
633,Sao Bento Do Sul,BR,-26.2503,-49.3786,73.26,48,1,0.51,clear sky
634,Sovetskiy,RU,61.3614,63.5842,21.92,96,100,5.84,overcast clouds
635,Daram,PH,11.6341,124.7947,76.69,86,76,6.53,broken clouds
636,Bac Lieu,VN,9.285,105.7244,78.17,81,6,11.7,clear sky
637,Sioux Lookout,CA,50.1001,-91.917,-19.82,97,35,5.95,scattered clouds
638,Osa,RU,57.2829,55.4567,25.11,90,100,10.09,snow
639,Udachnyy,RU,66.4167,112.4,-31.61,100,71,2.42,broken clouds
640,Ambunti,PG,-4.2365,142.8448,72.9,94,100,0.78,overcast clouds
641,Dongsheng,CN,39.8161,109.9776,13.78,26,0,3.91,clear sky
642,Creel,MX,27.75,-107.6333,30.97,92,89,12.84,light snow
643,Ahuimanu,US,21.4447,-157.8378,73.11,80,40,1.99,scattered clouds
644,Abay,KZ,49.6311,72.8539,5.38,86,100,4.7,overcast clouds
645,Salta,AR,-24.7859,-65.4117,80.89,54,3,1.01,clear sky
646,Wick,GB,58.4333,-3.0833,46.45,87,40,5.75,scattered clouds
647,Kazachinskoye,RU,57.6953,93.2761,3.61,98,98,2.04,overcast clouds
648,Umm Kaddadah,SD,13.6017,26.6876,87.37,11,11,2.75,few clouds
649,Port Moresby,PG,-9.4431,147.1797,73.33,89,100,16.67,overcast clouds
650,Sao Filipe,CV,14.8961,-24.4956,75.88,66,0,14.67,clear sky
651,Manzanillo,CU,20.3433,-77.1167,76.37,66,25,9.95,scattered clouds
652,Arroyo,ES,41.6096,-4.7969,65.19,47,0,2.3,clear sky
653,Baykit,RU,61.67,96.37,-3.46,100,99,0.87,overcast clouds
654,Bauchi,NG,10.5,10.0,90.73,8,67,2.55,broken clouds
655,Tiznit,MA,29.5833,-9.5,78.64,16,59,2.42,broken clouds
656,Mogadishu,SO,2.0371,45.3438,80.98,76,82,21.77,broken clouds
657,Itigi,TZ,-5.7,34.4833,69.91,90,100,4.68,light rain
658,Uyuni,BO,-20.4597,-66.825,46.78,79,100,5.7,overcast clouds
659,Zelenoborskiy,RU,66.845,32.3622,11.3,95,100,6.8,overcast clouds
660,San Quintin,MX,30.4833,-115.95,56.61,65,82,6.46,broken clouds
661,Kenora,CA,49.8167,-94.4337,-18.42,100,62,4.65,broken clouds
662,Lahan,NP,26.7296,86.4951,64.76,48,97,2.46,overcast clouds
663,Buraydah,SA,26.326,43.975,63.39,23,0,8.77,clear sky
664,Grindavik,IS,63.8424,-22.4338,32.47,64,75,10.36,broken clouds
665,Sirjan,IR,29.452,55.6814,50.16,28,0,9.04,clear sky
666,Ilhabela,BR,-23.7781,-45.3581,80.55,76,95,3.6,overcast clouds
667,Wangkui,CN,46.8333,126.5,-10.57,100,58,4.27,broken clouds
668,Whitianga,NZ,-36.8333,175.7,71.02,91,96,8.05,overcast clouds
669,Kang,BW,-23.6752,22.7876,82.54,48,88,13.82,overcast clouds
670,Batticaloa,LK,7.7102,81.6924,77.22,71,2,9.98,clear sky
671,Atar,MR,20.5169,-13.0499,89.96,12,99,23.91,overcast clouds
672,Kapoeta,SS,4.7717,33.5903,96.03,21,100,9.93,overcast clouds
673,Karangampel,ID,-6.4622,108.4519,79.84,80,37,7.63,scattered clouds
674,Goranboy,AZ,40.6103,46.7897,57.49,31,22,6.76,few clouds
675,Wewak,PG,-3.5534,143.6268,76.01,88,100,4.43,overcast clouds
676,Mitzic,GA,0.7821,11.549,78.1,67,97,2.89,light rain
677,Betare Oya,CM,5.6,14.0833,94.28,14,14,0.58,few clouds
678,Dhamtari,IN,20.7072,81.5497,73.2,30,1,5.46,clear sky
679,Mana,GF,5.6592,-53.7767,79.99,78,35,10.49,heavy intensity rain
680,Mbuji-Mayi,CD,-6.15,23.6,78.17,73,100,2.55,overcast clouds
681,Vercheres,CA,45.7834,-73.3492,34.84,83,100,15.41,overcast clouds
682,Omsukchan,RU,62.5333,155.8,-12.28,99,98,5.26,overcast clouds
683,Beyneu,KZ,45.3167,55.2,34.5,86,9,11.3,clear sky
684,Acarau,BR,-2.8856,-40.12,85.08,62,94,12.28,overcast clouds
685,Westport,US,41.1415,-73.3579,39.88,81,100,1.01,overcast clouds
686,Caravelas,BR,-17.7125,-39.2481,88.45,55,85,6.2,light rain
687,Vanino,RU,49.0869,140.2543,-0.08,89,17,5.12,few clouds
688,Isilkul,RU,54.9109,71.2728,12.54,94,100,7.78,overcast clouds
689,Hay River,CA,60.8156,-115.7999,-21.89,97,28,5.03,scattered clouds
690,Yondo,CO,7.0062,-73.9097,77.99,80,17,0.78,few clouds
691,Vardo,NO,70.3705,31.1107,24.78,86,40,4.61,snow
692,Millbrook,US,32.4799,-86.3619,53.78,87,100,17.27,overcast clouds
693,Chara,RU,56.9064,118.2631,-22.74,83,28,1.59,scattered clouds
694,Tateyama,JP,34.9833,139.8667,44.62,53,82,8.19,broken clouds
695,Todos Santos,MX,23.45,-110.2167,64.74,81,76,9.22,broken clouds
696,Krasnoselkup,RU,65.7,82.4667,-21.19,100,100,1.7,overcast clouds
