City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
528,Makakilo City,US,71.92,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
529,Fuerte,PH,76.8,clear sky,17.5381,120.3644,Giordion Inn
531,Arrecife,ES,75.27,clear sky,28.963,-13.5477,Hotel Lancelot
533,Popondetta,PG,73.71,overcast clouds,-8.7537,148.2534,Timos Transit House
535,Bom Jesus,BR,88.32,clear sky,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
540,Bathsheba,BB,83.01,scattered clouds,13.2167,-59.5167,Atlantis Hotel
541,Camacha,PT,66.52,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
543,Huarmey,PE,73.18,overcast clouds,-10.0681,-78.1522,Hotel Miramar
547,Gampengrejo,ID,75.69,broken clouds,-7.7667,112.0167,Lotus Garden Hotel
548,Kailua,US,73.38,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
551,Beira,MZ,84.42,clear sky,-19.8436,34.8389,Beira Terrace Hotel
552,Kaeo,NZ,70.32,overcast clouds,-35.1,173.7833,Bushido Lodge
553,Long,TH,78.94,few clouds,18.0761,99.8326,Nopphakoe Homestay
556,Tocopilla,CL,72.32,clear sky,-22.092,-70.1979,Hotel Galvarino
557,Hambantota,LK,79.14,scattered clouds,6.1241,81.1185,Bungalow 63
559,Honiara,SB,77.65,moderate rain,-9.4333,159.95,Heritage Park Hotel
564,Buala,SB,79.86,light rain,-8.145,159.5921,Maringe Lagoon Lodge
566,Perth,AU,86.18,clear sky,-31.9333,115.8333,Beatty Lodge
567,Cabatuan,PH,74.5,overcast clouds,10.8794,122.486,MVC Transient Room
568,Waingapu,ID,79.59,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
572,Viedma,AR,82.51,overcast clouds,-40.8135,-62.9967,Hotel Cristal
577,Santiago De Cao,PE,68.13,clear sky,-7.9589,-79.2392,Villa Konecta - Casa de vacaciones
578,Sao Felix Do Xingu,BR,82.51,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
580,Bassar,TG,94.96,broken clouds,9.25,0.7833,Hôtel KYRIAD
581,Manokwari,ID,78.37,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
582,Dzaoudzi,YT,78.69,overcast clouds,-12.7887,45.2699,Le Rocher
585,Pilar,BR,89.53,clear sky,-9.5972,-35.9567,Pousada e churrascaria Manguaba
587,Chipata,ZM,77.22,light rain,-13.6333,32.65,Protea Hotel by Marriott Chipata
589,Tete,MZ,91.49,scattered clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
590,Hervey Bay,AU,78.91,light rain,-25.2986,152.8535,Shelly Bay Resort
591,Mahibadhoo,MV,82.33,clear sky,3.7833,72.9667,Omadhoo Inn
595,Emerald,AU,77.14,moderate rain,-23.5333,148.1667,The Irish Village
600,Harper,LR,84.94,scattered clouds,4.375,-7.7169,Screensaver
601,Khlung,TH,86.11,few clouds,12.4547,102.2214,Bai Phai Resort
603,Praya,CV,88.34,clear sky,14.9215,-23.5087,LT Aparthotel
607,Keti Bandar,PK,73.85,clear sky,24.1447,67.4497,Haji laloo memon house
610,Lima,PE,73.38,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
613,Pandan,PH,76.6,light rain,14.0453,124.1694,Bonifacio Lodge
614,Ambilobe,MG,79.65,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
616,Karwar,IN,75.58,clear sky,14.8,74.1333,Netalco Connects
617,Hobyo,SO,79.77,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
624,Calvia,ES,66.67,clear sky,39.5657,2.5062,Castell Son Claret
625,Sal Rei,CV,77.2,haze,16.1833,-22.9167,Marine Club Beach Resort
627,Alofi,NU,78.55,light rain,-19.0595,-169.9187,Taloa Heights
633,Sao Bento Do Sul,BR,73.26,clear sky,-26.2503,-49.3786,Serra Alta Hotel
635,Daram,PH,76.69,broken clouds,11.6341,124.7947,Harriet's Traveler's Lodge
636,Bac Lieu,VN,78.17,clear sky,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
640,Ambunti,PG,72.9,overcast clouds,-4.2365,142.8448,AMBUNTI HIDE INN
643,Ahuimanu,US,73.11,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
645,Salta,AR,80.89,clear sky,-24.7859,-65.4117,Hotel Alejandro I
649,Port Moresby,PG,73.33,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
650,Sao Filipe,CV,75.88,clear sky,14.8961,-24.4956,Hotel Xaguate
651,Manzanillo,CU,76.37,scattered clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
652,Arroyo,ES,65.19,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
656,Mogadishu,SO,80.98,broken clouds,2.0371,45.3438,Hotel Juba
657,Itigi,TZ,69.91,light rain,-5.7,34.4833,Hostel San Sebastiano
666,Ilhabela,BR,80.55,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
668,Whitianga,NZ,71.02,overcast clouds,-36.8333,175.7,Beachside Resort Whitianga
669,Kang,BW,82.54,overcast clouds,-23.6752,22.7876,Kang Ultra Stop
670,Batticaloa,LK,77.22,clear sky,7.7102,81.6924,Grand Star Guest House
671,Atar,MR,89.96,overcast clouds,20.5169,-13.0499,Oumou Elghoura
672,Kapoeta,SS,96.03,overcast clouds,4.7717,33.5903,Eastgate Hotel
673,Karangampel,ID,79.84,scattered clouds,-6.4622,108.4519,ROOFTOP WAG ALL
675,Wewak,PG,76.01,overcast clouds,-3.5534,143.6268,In Wewak Boutique Hotel
676,Mitzic,GA,78.1,light rain,0.7821,11.549,Motel Emys
677,Betare Oya,CM,94.28,few clouds,5.6,14.0833,Auberge Tembina Betaré Oya
678,Dhamtari,IN,73.2,clear sky,20.7072,81.5497,shimon inn
679,Mana,GF,79.99,heavy intensity rain,5.6592,-53.7767,LE SAMANA
680,Mbuji-Mayi,CD,78.17,overcast clouds,-6.15,23.6,GKT Hotel
684,Acarau,BR,85.08,overcast clouds,-2.8856,-40.12,castelo pizzaria
686,Caravelas,BR,88.45,light rain,-17.7125,-39.2481,Pousada dos Navegantes
690,Yondo,CO,77.99,few clouds,7.0062,-73.9097,estacion sayab sede la felicidad
697,San Luis De Gaceno,CO,88.54,overcast clouds,4.8205,-73.1685,Hotel Buenos Aires
699,Springbok,ZA,75.4,scattered clouds,-29.6643,17.8865,Undulata Country Lodge
