City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Lodja,-3.4833,23.4333,295.83,84,84,0.52,CD,2021-10-23 21:34:51
295,Teguldet,57.3064,88.1667,278.52,90,100,6.43,RU,2021-10-23 21:34:51
296,Labuhan,-6.8844,112.2051,299.22,81,84,3.36,ID,2021-10-23 21:34:52
297,Souillac,-20.5167,57.5167,297.36,83,75,5.66,MU,2021-10-23 21:34:52
298,Petropavlovsk-Kamchatskiy,53.0452,158.6483,271.48,100,75,2.0,RU,2021-10-23 21:34:52
299,Miles City,46.4083,-105.8406,286.77,66,1,0.0,US,2021-10-23 21:34:53
300,Dunedin,-45.8742,170.5036,286.93,77,100,1.79,NZ,2021-10-23 21:34:53
301,Necochea,-38.5473,-58.7368,285.95,73,17,9.06,AR,2021-10-23 21:30:05
302,Acarau,-2.8856,-40.12,300.15,80,74,6.74,BR,2021-10-23 21:30:06
303,La Tuque,47.4334,-72.7824,278.29,56,100,2.06,CA,2021-10-23 21:33:41
304,Martapura,-3.4167,114.85,298.2,100,85,0.51,ID,2021-10-23 21:34:54
305,Waingapu,-9.6567,120.2641,298.56,81,48,1.08,ID,2021-10-23 21:34:55
306,Timra,62.487,17.3257,269.97,93,47,1.54,SE,2021-10-23 21:34:55
307,Hirara,24.8,125.2833,297.61,64,90,6.53,JP,2021-10-23 21:34:55
308,Bambanglipuro,-7.95,110.2833,297.82,89,99,1.8,ID,2021-10-23 21:34:56
309,San Ignacio,17.1561,-89.0714,306.23,62,40,2.06,BZ,2021-10-23 21:34:56
310,Sabha,27.0377,14.4283,301.2,16,78,6.12,LY,2021-10-23 21:34:56
311,Kayerkan,69.3497,87.7602,265.1,94,99,3.0,RU,2021-10-23 21:34:57
312,Honiara,-9.4333,159.95,302.56,63,47,0.2,SB,2021-10-23 21:34:57
313,Victoria,22.2855,114.1577,294.4,81,98,0.89,HK,2021-10-23 21:33:59
314,Kempele,64.9131,25.5034,267.16,93,36,0.0,FI,2021-10-23 21:34:58
315,Bytow,54.1706,17.4919,275.2,83,19,2.02,PL,2021-10-23 21:34:58
316,Yulara,-25.2406,130.9889,292.06,34,40,5.14,AU,2021-10-23 21:34:59
317,Visby,57.6409,18.296,278.27,65,0,4.12,SE,2021-10-23 21:34:59
318,Bengkulu,-3.8004,102.2655,297.33,88,51,1.43,ID,2021-10-23 21:35:00
319,Waipawa,-41.4122,175.5153,286.5,73,99,0.26,NZ,2021-10-23 21:35:00
320,Caravelas,-17.7125,-39.2481,296.6,83,32,2.84,BR,2021-10-23 21:35:01
321,Burnie,-41.0667,145.9167,285.34,59,61,4.85,AU,2021-10-23 21:35:01
322,Ulaangom,49.9811,92.0667,273.14,58,29,1.36,MN,2021-10-23 21:35:02
323,Alofi,-19.0595,-169.9187,298.09,61,90,8.23,NU,2021-10-23 21:35:03
324,Siuna,13.7332,-84.7773,301.13,74,91,1.89,NI,2021-10-23 21:35:04
325,Hohhot,40.8106,111.6522,277.31,56,0,2.0,CN,2021-10-23 21:35:04
326,Gidole,5.65,37.3667,288.2,63,19,1.06,ET,2021-10-23 21:35:05
327,Pisco,-13.7,-76.2167,292.18,72,0,11.32,PE,2021-10-23 21:34:35
328,San Patricio,28.017,-97.5169,304.55,53,14,6.9,US,2021-10-23 21:30:58
329,Alyangula,-13.8483,136.4192,298.08,100,14,0.0,AU,2021-10-23 21:35:07
330,Tigre,-34.426,-58.5796,295.15,45,20,6.17,AR,2021-10-23 21:35:08
331,Izumo,35.3667,132.7667,282.12,93,20,3.09,JP,2021-10-23 21:35:08
332,Lingao,19.9103,109.6859,293.85,83,100,5.17,CN,2021-10-23 21:35:08
333,Ossora,59.2353,163.0719,269.73,87,100,2.59,RU,2021-10-23 21:35:09
334,Vieux Fort,13.7167,-60.95,302.79,70,20,10.29,LC,2021-10-23 21:35:09
335,Mnogovershinnyy,53.9353,139.9242,274.69,82,76,6.69,RU,2021-10-23 21:35:10
336,San Cristobal,7.7669,-72.225,299.25,80,93,1.4,VE,2021-10-23 21:35:10
337,San Matias,-16.3667,-58.4,308.21,37,65,5.41,BO,2021-10-23 21:35:11
338,Mehriz,31.5917,54.4318,283.43,30,0,0.22,IR,2021-10-23 21:34:52
339,Arlit,18.7369,7.3853,303.64,13,7,4.86,NE,2021-10-23 21:35:11
340,Sosnovo-Ozerskoye,52.5249,111.5418,270.06,81,18,2.89,RU,2021-10-23 21:35:12
341,Catuday,16.2923,119.8062,298.72,80,100,4.87,PH,2021-10-23 21:35:12
342,Auki,-8.7676,160.7034,302.08,68,20,1.12,SB,2021-10-23 21:34:59
343,Olutanga,7.3106,122.8464,300.66,78,100,2.0,PH,2021-10-23 21:35:13
344,Tibati,6.4667,12.6333,293.48,92,96,1.31,CM,2021-10-23 21:35:13
345,Najran,17.4924,44.1277,292.51,28,8,0.29,SA,2021-10-23 21:35:14
346,Yaounde,3.8667,11.5167,292.25,99,95,0.95,CM,2021-10-23 21:35:14
347,Mehamn,71.0357,27.8492,274.77,61,100,8.77,NO,2021-10-23 21:35:15
348,Hami,42.8,93.45,282.3,44,100,3.0,CN,2021-10-23 21:34:02
349,Asfi,32.2994,-9.2372,290.84,68,0,7.36,MA,2021-10-23 21:35:15
350,Iberia,29.9502,-91.7507,302.19,65,20,3.09,US,2021-10-23 21:35:16
351,Toamasina,-18.1667,49.3833,298.15,94,40,3.09,MG,2021-10-23 21:35:16
352,Baykit,61.67,96.37,274.25,96,100,4.06,RU,2021-10-23 21:35:16
353,Plettenberg Bay,-34.0527,23.3716,286.2,80,66,3.35,ZA,2021-10-23 21:35:17
354,Kalmunai,7.4167,81.8167,298.65,84,33,2.21,LK,2021-10-23 21:35:08
355,Suzaka,36.65,138.3167,278.55,94,16,0.57,JP,2021-10-23 21:35:17
356,Mitsamiouli,-11.3847,43.2844,298.78,76,17,2.62,KM,2021-10-23 21:35:18
357,Salalah,17.0151,54.0924,297.2,60,0,2.57,OM,2021-10-23 21:35:18
358,Pangnirtung,66.1451,-65.7125,269.06,91,98,2.05,CA,2021-10-23 21:32:49
359,Kenai,60.5544,-151.2583,280.45,77,90,7.72,US,2021-10-23 21:35:19
360,Okhotsk,59.3833,143.3,264.2,74,1,7.26,RU,2021-10-23 21:35:19
361,Batangafo,7.3008,18.2833,293.98,97,61,1.51,CF,2021-10-23 21:35:20
362,Nemuro,43.3236,145.575,280.66,71,3,6.34,JP,2021-10-23 21:35:20
363,Strelka,58.0728,93.0344,276.28,96,100,5.94,RU,2021-10-23 21:35:20
364,Aitape,-3.1374,142.3475,300.39,78,88,2.71,PG,2021-10-23 21:33:34
365,Cootamundra,-34.65,148.0333,282.56,80,17,3.47,AU,2021-10-23 21:35:21
366,Shahr-E Babak,30.1165,55.1186,286.6,26,10,2.31,IR,2021-10-23 21:35:21
367,Bo Phloi,14.3236,99.5161,295.88,93,66,3.41,TH,2021-10-23 21:35:22
368,Roseburg,43.2165,-123.3417,289.21,66,90,2.57,US,2021-10-23 21:35:22
369,Cervo,43.6702,-7.4101,284.8,77,46,1.84,ES,2021-10-23 21:35:23
370,Maibong,25.3,93.1667,291.55,89,7,0.42,IN,2021-10-23 21:35:23
371,Kananga,-5.8958,22.4178,296.19,71,78,0.5,CD,2021-10-23 21:35:24
372,Sulangan,11.1373,123.7228,299.56,79,100,5.07,PH,2021-10-23 21:35:24
373,Ust-Ishim,57.6935,71.1665,279.3,75,20,5.18,RU,2021-10-23 21:35:24
374,Collie,-33.3667,116.15,282.03,71,70,1.7,AU,2021-10-23 21:35:25
375,Lompoc,34.6391,-120.4579,296.31,64,1,9.26,US,2021-10-23 21:35:25
376,Bairiki,1.3292,172.9752,302.15,61,75,2.06,KI,2021-10-23 21:35:25
377,Boyuibe,-20.4167,-63.2833,313.1,59,65,4.91,BO,2021-10-23 21:35:26
378,Valparaiso,-33.0393,-71.6273,295.95,44,0,6.17,CL,2021-10-23 21:35:26
379,Columbus,39.9612,-82.9988,287.65,67,90,3.6,US,2021-10-23 21:35:27
380,Songjianghe,42.1859,127.479,272.61,75,0,1.96,CN,2021-10-23 21:35:27
381,Inhambane,-23.865,35.3833,296.58,88,1,7.24,MZ,2021-10-23 21:35:27
382,Buala,-8.145,159.5921,302.1,64,28,2.09,SB,2021-10-23 21:35:28
383,Cayenne,4.9333,-52.3333,298.76,88,75,1.03,GF,2021-10-23 21:35:28
384,Kutum,14.2,24.6667,297.86,21,21,5.7,SD,2021-10-23 21:35:29
385,Tubuala,9.5167,-79.0333,302.35,80,29,1.3,PA,2021-10-23 21:35:29
386,Nouadhibou,20.931,-17.0347,293.31,82,0,9.84,MR,2021-10-23 21:35:30
387,Nome,64.5011,-165.4064,272.19,80,1,2.06,US,2021-10-23 21:35:30
388,Green Valley,31.8543,-110.9937,302.83,23,22,1.79,US,2021-10-23 21:31:30
389,Teahupoo,-17.8333,-149.2667,297.13,83,100,3.61,PF,2021-10-23 21:35:31
390,Werda,-25.2667,23.2833,289.74,48,0,7.94,BW,2021-10-23 21:35:31
391,Mareeba,-17.0,145.4333,296.75,95,62,2.06,AU,2021-10-23 21:35:32
392,Inta,66.0317,60.1659,269.08,92,97,6.58,RU,2021-10-23 21:35:32
393,San Francisco Del Mar,16.2333,-94.65,301.38,72,68,4.57,MX,2021-10-23 21:35:32
394,Dingle,10.9995,122.6711,297.11,94,100,1.86,PH,2021-10-23 21:35:33
395,Kargasok,59.0556,80.8572,280.69,87,100,8.12,RU,2021-10-23 21:35:34
396,Bonthe,7.5264,-12.505,298.86,85,100,1.28,SL,2021-10-23 21:35:28
397,Nueva Helvecia,-34.3,-57.2333,293.9,82,82,3.6,UY,2021-10-23 21:35:34
398,Roma,43.2128,-75.4557,283.39,74,90,3.6,US,2021-10-23 21:34:44
399,Augusto Correa,-1.0217,-46.635,298.67,87,89,2.17,BR,2021-10-23 21:35:35
400,Dabola,10.75,-11.1167,295.83,94,50,0.92,GN,2021-10-23 21:35:35
401,Xining,36.6167,101.7667,277.63,87,99,1.2,CN,2021-10-23 21:35:36
402,Seabra,-12.4186,-41.7703,294.65,87,100,1.51,BR,2021-10-23 21:35:36
403,San Carlos De Bariloche,-41.1456,-71.3082,284.01,46,40,13.38,AR,2021-10-23 21:33:32
404,Guthrie,35.8789,-97.4253,304.12,51,1,8.75,US,2021-10-23 21:35:37
405,Jussara,-23.6214,-52.4694,293.13,95,79,0.56,BR,2021-10-23 21:35:37
406,Shieli,44.1667,66.75,281.68,38,6,3.15,KZ,2021-10-23 21:35:38
407,Raudeberg,61.9875,5.1352,281.41,80,100,5.36,NO,2021-10-23 21:34:44
408,Ovsyanka,55.9575,92.5519,276.69,88,97,8.06,RU,2021-10-23 21:35:38
409,Provideniya,64.3833,-173.3,268.97,77,100,3.73,RU,2021-10-23 21:35:39
410,Maniitsoq,65.4167,-52.9,270.39,48,100,2.75,GL,2021-10-23 21:35:39
411,Eidfjord,60.4675,7.0719,280.09,88,100,2.11,NO,2021-10-23 21:35:39
412,Ranfurly,-45.1333,170.1,284.3,87,100,1.07,NZ,2021-10-23 21:35:40
413,Kuntaur,13.6667,-14.8833,301.5,53,68,1.27,GM,2021-10-23 21:35:40
414,Americus,32.0724,-84.2327,300.68,29,0,0.0,US,2021-10-23 21:35:41
415,Esperance,-33.8667,121.9,284.06,64,30,7.84,AU,2021-10-23 21:35:41
416,Slave Lake,55.2834,-114.769,275.14,93,90,5.66,CA,2021-10-23 21:35:42
417,Volyne,49.1658,13.8862,276.85,78,38,1.22,CZ,2021-10-23 21:35:42
418,Saint-Augustin,51.226,-58.6502,277.74,89,100,7.33,CA,2021-10-23 21:35:43
419,Manzanillo,20.3433,-77.1167,302.06,67,58,1.96,CU,2021-10-23 21:35:43
420,Edd,13.9297,41.6925,302.76,66,61,4.77,ER,2021-10-23 21:35:43
421,Rochester,43.1548,-77.6156,282.71,73,75,0.45,US,2021-10-23 21:30:47
422,Naryan-Mar,67.6713,53.087,269.94,88,21,3.86,RU,2021-10-23 21:35:44
423,Grand Gaube,-20.0064,57.6608,297.37,75,92,2.24,MU,2021-10-23 21:35:44
424,Liberal,37.0431,-100.921,304.72,12,1,9.77,US,2021-10-23 21:35:45
425,Topolobampo,25.6,-109.05,305.4,61,20,3.6,MX,2021-10-23 21:35:45
426,Linqing,36.8456,115.7117,282.64,68,74,2.38,CN,2021-10-23 21:35:45
427,Revelstoke,50.9832,-118.2023,284.16,82,75,2.06,CA,2021-10-23 21:35:46
428,Bhainsdehi,21.6467,77.6325,290.33,69,5,0.77,IN,2021-10-23 21:35:46
429,Geraldton,-28.7667,114.6,284.38,87,26,2.06,AU,2021-10-23 21:31:25
430,Kenora,49.8167,-94.4337,278.81,70,75,2.06,CA,2021-10-23 21:35:47
431,Atasu,48.6814,71.6433,276.89,53,2,4.53,KZ,2021-10-23 21:35:47
432,Berlevag,70.8578,29.0864,275.19,61,100,9.78,NO,2021-10-23 21:35:48
433,Port Hardy,50.6996,-127.4199,285.25,66,40,3.09,CA,2021-10-23 21:35:48
434,Dubti,11.7361,41.0853,302.72,41,19,6.35,ET,2021-10-23 21:35:48
435,Oksfjord,70.2396,22.3479,273.66,98,100,3.0,NO,2021-10-23 21:35:49
436,Huatulco,15.8436,-96.3267,301.52,74,90,0.0,MX,2021-10-23 21:35:44
437,Douentza,14.9951,-2.9517,306.45,30,23,3.67,ML,2021-10-23 21:35:50
438,Araouane,18.9048,-3.5265,303.5,20,8,3.25,ML,2021-10-23 21:35:50
439,Porto Walter,-8.2686,-72.7439,304.29,51,100,0.68,BR,2021-10-23 21:35:50
440,Harper,4.375,-7.7169,297.9,90,71,3.24,LR,2021-10-23 21:35:51
441,Plouzane,48.3833,-4.6167,284.25,79,90,4.12,FR,2021-10-23 21:35:51
442,Xiaoshi,41.2971,124.1209,279.4,68,0,1.62,CN,2021-10-23 21:35:52
443,Gat,31.61,34.7642,294.71,100,0,1.9,IL,2021-10-23 21:35:52
444,La Palma,33.8464,-118.0467,296.45,75,75,2.24,US,2021-10-23 21:35:52
445,North Bend,43.4065,-124.2243,288.28,97,100,4.63,US,2021-10-23 21:35:53
446,Kununurra,-15.7667,128.7333,298.14,94,2,2.57,AU,2021-10-23 21:35:53
447,Paris,48.8534,2.3488,282.03,83,0,1.54,FR,2021-10-23 21:28:31
448,Carutapera,-1.195,-46.02,299.44,79,88,2.94,BR,2021-10-23 21:35:54
449,Mancio Lima,-7.6142,-72.8958,307.19,55,40,2.57,BR,2021-10-23 21:35:54
450,Kropotkin,45.4375,40.5756,284.87,87,99,2.9,RU,2021-10-23 21:35:55
451,Boulder City,35.9786,-114.8325,298.02,18,1,5.14,US,2021-10-23 21:35:55
452,Talnakh,69.4865,88.3972,266.94,95,98,2.87,RU,2021-10-23 21:35:55
453,Mana,5.6592,-53.7767,298.96,90,99,4.45,GF,2021-10-23 21:35:56
454,Nauchnyy Gorodok,53.4203,83.521,277.63,93,75,12.0,RU,2021-10-23 21:35:56
455,Nalut,30.3333,10.85,296.04,45,100,1.07,LY,2021-10-23 21:35:57
456,Hobyo,5.3505,48.5268,299.32,79,43,3.82,SO,2021-10-23 21:35:57
457,Caraz,-9.0486,-77.81,292.8,72,87,2.79,PE,2021-10-23 21:35:57
458,Chunoyar,57.4467,97.3217,275.46,92,100,5.86,RU,2021-10-23 21:35:58
459,Gbarnga,6.9956,-9.4722,295.11,99,100,1.05,LR,2021-10-23 21:35:58
460,Arica,-18.475,-70.3042,292.9,63,0,5.66,CL,2021-10-23 21:34:12
461,Hvide Sande,56.0045,8.1294,282.59,80,85,8.67,DK,2021-10-23 21:35:59
462,Port Blair,11.6667,92.75,298.17,94,75,1.03,IN,2021-10-23 21:35:59
463,Kamenka,51.3223,42.7678,279.43,71,7,3.23,RU,2021-10-23 21:36:00
464,Sorland,67.667,12.6934,278.67,71,99,4.61,NO,2021-10-23 21:36:00
465,Oxford,51.7522,-1.256,284.98,78,75,3.09,GB,2021-10-23 21:35:00
466,Katherine,-14.4667,132.2667,300.33,65,6,2.06,AU,2021-10-23 21:36:01
467,Pattukkottai,10.4333,79.3167,298.85,86,43,2.93,IN,2021-10-23 21:36:01
468,Muscatine,41.4667,-91.1335,287.25,36,1,0.89,US,2021-10-23 21:36:02
469,La Asuncion,11.0333,-63.8628,303.0,70,23,9.26,VE,2021-10-23 21:36:03
470,Punta Alta,-38.8759,-62.0736,286.8,50,24,7.02,AR,2021-10-23 21:36:03
471,Puerto Maldonado,-12.6,-69.1833,310.37,41,20,2.57,PE,2021-10-23 21:36:04
472,Goderich,43.7501,-81.7165,281.33,81,100,2.57,CA,2021-10-23 21:36:04
473,Laguna,38.421,-121.4238,292.73,61,90,1.34,US,2021-10-23 21:36:05
474,Helong,42.5397,128.9972,274.9,70,0,2.23,CN,2021-10-23 21:36:05
475,Smithers,54.7804,-127.1743,280.33,87,75,2.57,CA,2021-10-23 21:32:27
476,Abu Samrah,35.3029,37.1841,291.56,61,0,3.24,SY,2021-10-23 21:36:06
477,Alta Floresta,-9.8756,-56.0861,303.05,66,20,1.03,BR,2021-10-23 21:36:06
478,Dongying,37.4564,118.4856,283.34,57,48,1.0,CN,2021-10-23 21:36:07
479,Natal,-5.795,-35.2094,301.51,83,20,5.66,BR,2021-10-23 21:34:26
480,Hoa Binh,20.8133,105.3383,292.09,82,31,0.96,VN,2021-10-23 21:36:07
481,Bad Segeberg,53.9333,10.3167,280.86,83,82,2.48,DE,2021-10-23 21:35:45
482,Bowen,-20.0167,148.2333,299.27,66,36,1.45,AU,2021-10-23 21:36:08
483,Kandrian,-6.2167,149.55,300.31,82,40,2.88,PG,2021-10-23 21:36:08
484,Bacong,9.2464,123.2956,298.62,85,98,1.04,PH,2021-10-23 21:36:09
485,Nhulunbuy,-12.2333,136.7667,298.49,88,40,0.0,AU,2021-10-23 21:36:09
486,San Antonio,29.4241,-98.4936,305.7,53,40,0.45,US,2021-10-23 21:31:13
487,Caxito,-8.5785,13.6643,298.51,78,92,1.34,AO,2021-10-23 21:36:10
488,Valdivia,-39.8142,-73.2459,286.2,97,99,0.82,CL,2021-10-23 21:32:10
489,Cluses,46.0625,6.575,283.37,70,0,1.88,FR,2021-10-23 21:36:11
490,Pochutla,15.7432,-96.4661,302.05,75,96,2.5,MX,2021-10-23 21:36:06
491,Boguchany,58.3814,97.4531,275.46,89,100,6.24,RU,2021-10-23 21:36:11
492,Richards Bay,-28.783,32.0377,294.04,68,87,9.16,ZA,2021-10-23 21:36:12
493,Zhezkazgan,47.8043,67.7144,279.04,43,14,3.73,KZ,2021-10-23 21:34:50
494,Kibre Mengist,5.8833,38.9833,286.9,88,48,0.84,ET,2021-10-23 21:36:12
495,Maltahohe,-24.8333,16.9833,284.24,66,0,7.5,NA,2021-10-23 21:36:12
496,Oudtshoorn,-33.5907,22.2014,284.35,75,86,1.04,ZA,2021-10-23 21:36:13
497,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,298.04,94,20,3.09,BR,2021-10-23 21:36:13
498,Aleksandrov Gay,50.147,48.5704,285.95,74,100,5.19,RU,2021-10-23 21:36:14
499,Astoria,46.1879,-123.8313,287.51,82,90,0.89,US,2021-10-23 21:33:56
500,Aasiaat,68.7098,-52.8699,262.94,92,74,1.49,GL,2021-10-23 21:36:14
501,Ahuimanu,21.4447,-157.8378,302.47,56,20,3.6,US,2021-10-23 21:36:15
502,Sisimiut,66.9395,-53.6735,268.78,94,100,4.93,GL,2021-10-23 21:36:16
503,Port-Cartier,50.0334,-66.8654,281.9,93,100,2.13,CA,2021-10-23 21:35:09
504,Noyabrsk,63.1994,75.4507,274.82,94,100,6.54,RU,2021-10-23 21:36:16
505,Minatitlan,17.9833,-94.5167,304.2,74,40,4.12,MX,2021-10-23 21:29:30
506,Malanje,-9.5402,16.341,292.02,96,82,0.82,AO,2021-10-23 21:36:17
507,Kralendijk,12.15,-68.2667,303.14,70,40,9.26,BQ,2021-10-23 21:36:17
508,Santarem,-2.4431,-54.7083,299.22,94,40,0.0,BR,2021-10-23 21:36:17
509,Fort-Shevchenko,44.5086,50.263,286.25,46,0,4.87,KZ,2021-10-23 21:36:18
510,Grande Prairie,55.1667,-118.8027,280.25,76,75,1.03,CA,2021-10-23 21:36:18
511,Skjervoy,70.0311,20.9714,274.53,96,100,0.8,NO,2021-10-23 21:36:19
512,Darnah,32.767,22.6367,295.52,56,0,3.25,LY,2021-10-23 21:36:19
513,Saint-Pierre,-21.3393,55.4781,296.95,83,0,2.57,RE,2021-10-23 21:36:20
514,Nioro,13.35,-15.75,300.58,51,74,1.35,GM,2021-10-23 21:36:20
515,Ketchikan,55.3422,-131.6461,280.41,93,90,3.6,US,2021-10-23 21:33:09
516,Vao,-22.6667,167.4833,295.57,76,13,6.27,NC,2021-10-23 21:32:48
517,Awbari,26.5921,12.7805,300.59,16,66,6.32,LY,2021-10-23 21:34:36
518,Fukue,32.6881,128.8419,290.95,55,86,5.92,JP,2021-10-23 21:36:21
519,Launceston,-41.45,147.1667,283.95,86,90,3.13,AU,2021-10-23 21:31:45
520,Zhanaozen,43.3,52.8,283.33,26,0,5.13,KZ,2021-10-23 21:36:22
521,Vanimo,-2.6741,141.3028,300.01,78,53,2.79,PG,2021-10-23 21:36:22
522,Walvis Bay,-22.9575,14.5053,288.76,82,0,1.03,NA,2021-10-23 21:36:23
523,Half Moon Bay,37.4636,-122.4286,294.22,64,20,4.12,US,2021-10-23 21:36:23
524,Iquique,-20.2208,-70.1431,290.17,72,7,2.42,CL,2021-10-23 21:36:23
525,Coruripe,-10.1256,-36.1756,299.28,83,27,7.2,BR,2021-10-23 21:36:24
526,Hovd,48.0056,91.6419,273.95,50,2,3.14,MN,2021-10-23 21:36:24
527,Nola,40.922,14.5329,293.91,74,100,4.02,IT,2021-10-23 21:36:24
528,Mayya,61.7333,130.2811,266.77,96,100,2.41,RU,2021-10-23 21:36:25
529,Mithi,24.7318,69.7981,297.82,73,0,4.6,PK,2021-10-23 21:36:25
530,Pevek,69.7008,170.3133,261.36,93,100,3.26,RU,2021-10-23 21:36:26
531,Sakhnovshchyna,49.1517,35.872,278.64,62,21,2.76,UA,2021-10-23 21:36:26
532,Lagos,6.5833,3.75,298.33,94,100,0.65,NG,2021-10-23 21:30:18
533,Saint Anthony,45.0205,-93.218,284.96,48,1,0.89,US,2021-10-23 21:36:27
534,Matadi,-5.8167,13.45,298.8,84,99,2.73,CD,2021-10-23 21:36:27
535,Arrecife,28.963,-13.5477,295.19,64,40,2.57,ES,2021-10-23 21:36:27
536,Kisoro,-1.2854,29.685,286.9,93,79,1.17,UG,2021-10-23 21:36:28
537,Broken Hill,-31.95,141.4333,282.99,71,0,7.72,AU,2021-10-23 21:36:28
538,Tazovskiy,67.4667,78.7,270.91,98,100,3.52,RU,2021-10-23 21:36:29
539,Cabedelo,-6.9811,-34.8339,300.52,77,53,6.18,BR,2021-10-23 21:36:29
540,Puerto Leguizamo,-0.1934,-74.7819,302.09,67,77,0.41,CO,2021-10-23 21:36:29
541,Yanam,16.7333,82.2167,296.91,92,89,1.28,IN,2021-10-23 21:36:30
542,Egvekinot,66.3167,-179.1667,261.46,81,100,2.68,RU,2021-10-23 21:34:38
543,San Rafael,-34.6177,-68.3301,295.55,16,0,4.7,AR,2021-10-23 21:36:31
544,Salinopolis,-0.6136,-47.3561,300.47,80,61,4.92,BR,2021-10-23 21:36:31
545,Lavrentiya,65.5833,-171.0,268.61,85,100,4.44,RU,2021-10-23 21:36:32
546,San Quintin,30.4833,-115.95,292.75,68,18,9.22,MX,2021-10-23 21:36:32
547,Itaituba,-4.2761,-55.9836,300.24,89,75,0.0,BR,2021-10-23 21:36:33
548,Abilene,32.4487,-99.7331,306.42,38,1,8.23,US,2021-10-23 21:32:09
549,Bolgar,54.95,49.0667,281.1,80,100,6.71,RU,2021-10-23 21:36:34
550,Glendive,47.1053,-104.7125,284.14,69,90,5.14,US,2021-10-23 21:36:34
551,Sangar,63.9242,127.4739,265.35,94,100,5.03,RU,2021-10-23 21:36:35
552,Tarakan,3.3,117.6333,298.87,94,20,0.0,ID,2021-10-23 21:36:35
553,Bethanien,-26.502,17.1583,284.24,66,7,3.01,NA,2021-10-23 21:36:36
554,Camargo,27.6667,-105.1667,302.88,12,0,4.47,MX,2021-10-23 21:36:36
555,Deshnok,27.7986,73.3447,294.6,71,75,7.69,IN,2021-10-23 21:36:37
556,Wuda,39.4994,106.7117,280.13,53,0,0.66,CN,2021-10-23 21:36:37
557,Arcata,40.8665,-124.0828,291.0,68,90,2.68,US,2021-10-23 21:36:23
558,Borogontsy,62.6683,131.1683,264.57,95,100,2.1,RU,2021-10-23 21:36:38
559,Killybegs,54.6333,-8.45,286.1,90,100,9.81,IE,2021-10-23 21:36:38
560,Perama,37.9757,23.5828,292.99,82,4,0.51,GR,2021-10-23 21:36:39
561,Phan Thiet,10.9333,108.1,297.72,87,98,1.56,VN,2021-10-23 21:36:39
562,Adre,13.4667,22.2,299.74,21,27,7.18,TD,2021-10-23 21:36:39
563,Beloha,-25.1667,45.05,293.84,89,1,1.05,MG,2021-10-23 21:36:40
564,Bathsheba,13.2167,-59.5167,301.49,69,40,8.23,BB,2021-10-23 21:36:40
565,Jirlau,45.1667,27.1667,284.55,66,100,4.5,RO,2021-10-23 21:36:41
566,Bazarnyy Karabulak,52.2683,46.4144,281.19,81,100,5.85,RU,2021-10-23 21:36:41
567,Salym,60.0625,71.4789,278.47,78,95,5.86,RU,2021-10-23 21:36:42
568,Mogadishu,2.0371,45.3438,299.22,84,4,3.45,SO,2021-10-23 21:35:17
569,Sambava,-14.2667,50.1667,296.78,92,45,1.56,MG,2021-10-23 21:36:42
570,Wanaka,-44.7,169.15,289.32,66,100,1.34,NZ,2021-10-23 21:36:43
571,Taltal,-25.4,-70.4833,289.2,71,21,3.62,CL,2021-10-23 21:36:43
572,Comodoro Rivadavia,-45.8667,-67.5,290.07,16,40,14.4,AR,2021-10-23 21:31:46
573,Ndele,8.4109,20.6473,293.91,91,99,0.55,CF,2021-10-23 21:36:44
574,Saint-Georges,12.0564,-61.7485,301.97,74,20,8.75,GD,2021-10-23 21:32:50
575,Dogondoutchi,13.6393,4.0287,302.13,56,71,4.11,NE,2021-10-23 21:36:45
576,Daru,-9.0763,143.2092,300.88,77,84,6.17,PG,2021-10-23 21:36:45
